R:344 G:548 B:651 C:1688 cur_avg1738 prev_avg1743 read_idx4 Time:0.1240000009 Measured Time: 0.0000000000  
R:345 G:554 B:663 C:1708 cur_avg1734 prev_avg1738 read_idx5 Time:0.2930000114 Measured Time: 0.0000000000  
R:345 G:559 B:672 C:1725 cur_avg1732 prev_avg1734 read_idx6 Time:0.4619999885 Measured Time: 0.0000000000  
R:342 G:548 B:653 C:1690 cur_avg1727 prev_avg1732 read_idx7 Time:0.6309999942 Measured Time: 0.0000000000  
R:340 G:538 B:634 C:1658 cur_avg1720 prev_avg1727 read_idx8 Time:0.8000000000 Measured Time: 0.0000000000  
R:341 G:539 B:634 C:1661 cur_avg1712 prev_avg1720 read_idx9 Time:0.9700000762 Measured Time: 0.0000000000  
R:342 G:543 B:638 C:1673 cur_avg1706 prev_avg1712 read_idx10 Time:1.1390000581 Measured Time: 0.0000000000  
R:342 G:541 B:635 C:1666 cur_avg1699 prev_avg1706 read_idx0 Time:1.3090000152 Measured Time: 0.0000000000  
R:341 G:541 B:634 C:1665 cur_avg1692 prev_avg1699 read_idx1 Time:1.4780000686 Measured Time: 0.0000000000  
R:342 G:543 B:638 C:1673 cur_avg1686 prev_avg1692 read_idx2 Time:1.6469999313 Measured Time: 0.0000000000  
R:342 G:544 B:638 C:1674 cur_avg1680 prev_avg1686 read_idx3 Time:1.8159999847 Measured Time: 0.0000000000  
R:342 G:542 B:635 C:1668 cur_avg1678 prev_avg1680 read_idx4 Time:1.9850000381 Measured Time: 0.0000000000  
R:342 G:541 B:635 C:1667 cur_avg1674 prev_avg1678 read_idx5 Time:2.1549999713 Measured Time: 0.0000000000  
R:342 G:541 B:635 C:1666 cur_avg1669 prev_avg1674 read_idx6 Time:2.3239998817 Measured Time: 0.0000000000  
R:342 G:542 B:636 C:1669 cur_avg1667 prev_avg1669 read_idx7 Time:2.4920001029 Measured Time: 0.0000000000  
R:342 G:541 B:635 C:1667 cur_avg1668 prev_avg1667 read_idx8 Time:2.6610000133 Measured Time: 0.0000000000  
R:342 G:541 B:635 C:1667 cur_avg1668 prev_avg1668 read_idx9 Time:2.8299999237 Measured Time: 0.0000000000  
R:341 G:541 B:634 C:1665 cur_avg1667 prev_avg1668 read_idx10 Time:2.9990000724 Measured Time: 0.0000000000  
