R:357 G:530 B:652 C:1674 cur_avg2328 prev_avg2389 read_idx7 Time:0.1240000009 Measured Time: 0.0000000000  
R:357 G:529 B:648 C:1670 cur_avg2266 prev_avg2328 read_idx8 Time:0.2930000114 Measured Time: 0.0000000000  
R:357 G:529 B:646 C:1668 cur_avg2203 prev_avg2266 read_idx9 Time:0.4619999885 Measured Time: 0.0000000000  
R:459 G:871 B:1046 C:2611 cur_avg2225 prev_avg2203 read_idx10 Time:0.6309999942 Measured Time: 0.0000000000  
R:353 G:511 B:610 C:1611 cur_avg2155 prev_avg2225 read_idx0 Time:0.8019999504 Measured Time: 0.0000000000  
R:353 G:512 B:611 C:1612 cur_avg2084 prev_avg2155 read_idx1 Time:0.9710000038 Measured Time: 0.0000000000  
R:353 G:512 B:611 C:1614 cur_avg2013 prev_avg2084 read_idx2 Time:1.1399999856 Measured Time: 0.0000000000  
R:353 G:513 B:611 C:1615 cur_avg1941 prev_avg2013 read_idx3 Time:1.3099999427 Measured Time: 0.0000000000  
R:353 G:514 B:611 C:1616 cur_avg1868 prev_avg1941 read_idx4 Time:1.4789999961 Measured Time: 0.0000000000  
R:353 G:513 B:612 C:1616 cur_avg1794 prev_avg1868 read_idx5 Time:1.6480000019 Measured Time: 0.0000000000  
R:353 G:513 B:612 C:1616 cur_avg1720 prev_avg1794 read_idx6 Time:1.8170000076 Measured Time: 0.0000000000  
R:353 G:514 B:614 C:1619 cur_avg1715 prev_avg1720 read_idx7 Time:1.9859999656 Measured Time: 0.0000000000  
R:352 G:513 B:613 C:1617 cur_avg1710 prev_avg1715 read_idx8 Time:2.1549999713 Measured Time: 0.0000000000  
R:352 G:513 B:612 C:1615 cur_avg1705 prev_avg1710 read_idx9 Time:2.3250000476 Measured Time: 0.0000000000  
R:352 G:513 B:613 C:1617 cur_avg1615 prev_avg1705 read_idx10 Time:2.4939999580 Measured Time: 0.0000000000  
R:353 G:516 B:618 C:1627 cur_avg1616 prev_avg1615 read_idx0 Time:2.6640000343 Measured Time: 0.0000000000  
R:353 G:516 B:619 C:1627 cur_avg1618 prev_avg1616 read_idx1 Time:2.8329999923 Measured Time: 0.0000000000  
R:352 G:514 B:614 C:1618 cur_avg1618 prev_avg1618 read_idx2 Time:3.0020000934 Measured Time: 0.0000000000  
R:352 G:514 B:614 C:1619 cur_avg1618 prev_avg1618 read_idx3 Time:3.1710000038 Measured Time: 0.0000000000  
R:352 G:514 B:614 C:1619 cur_avg1619 prev_avg1618 read_idx4 Time:3.3410000801 Measured Time: 0.0000000000  
R:352 G:514 B:614 C:1619 cur_avg1619 prev_avg1619 read_idx5 Time:3.5099999904 Measured Time: 0.0000000000  
R:353 G:518 B:621 C:1632 cur_avg1620 prev_avg1619 read_idx6 Time:3.6789999008 Measured Time: 0.0000000000  
R:353 G:519 B:623 C:1635 cur_avg1622 prev_avg1620 read_idx7 Time:3.8469999313 Measured Time: 0.0000000000  
R:352 G:514 B:614 C:1618 cur_avg1622 prev_avg1622 read_idx8 Time:4.0159997940 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1615 cur_avg1622 prev_avg1622 read_idx9 Time:4.1849999427 Measured Time: 0.0000000000  
R:353 G:516 B:618 C:1625 cur_avg1623 prev_avg1622 read_idx10 Time:4.3540000915 Measured Time: 0.0000000000  
R:359 G:554 B:672 C:1732 cur_avg1632 prev_avg1623 read_idx0 Time:4.5250000953 Measured Time: 0.0000000000  
R:358 G:544 B:656 C:1702 cur_avg1639 prev_avg1632 read_idx1 Time:4.6939997673 Measured Time: 0.0000000000  
R:353 G:520 B:625 C:1638 cur_avg1641 prev_avg1639 read_idx2 Time:4.8629999160 Measured Time: 0.0000000000  
R:352 G:514 B:614 C:1619 cur_avg1641 prev_avg1641 read_idx3 Time:5.0320000648 Measured Time: 0.0000000000  
R:352 G:514 B:614 C:1619 cur_avg1641 prev_avg1641 read_idx4 Time:5.2010002136 Measured Time: 0.0000000000  
R:352 G:514 B:613 C:1618 cur_avg1641 prev_avg1641 read_idx5 Time:5.3699998855 Measured Time: 0.0000000000  
R:352 G:514 B:613 C:1618 cur_avg1639 prev_avg1641 read_idx6 Time:5.5399999618 Measured Time: 0.0000000000  
R:352 G:514 B:613 C:1617 cur_avg1638 prev_avg1639 read_idx7 Time:5.7090001106 Measured Time: 0.0000000000  
R:352 G:514 B:612 C:1617 cur_avg1638 prev_avg1638 read_idx8 Time:5.8779997825 Measured Time: 0.0000000000  
R:352 G:514 B:612 C:1616 cur_avg1638 prev_avg1638 read_idx9 Time:6.0469999313 Measured Time: 0.0000000000  
R:352 G:514 B:612 C:1615 cur_avg1637 prev_avg1638 read_idx10 Time:6.2160000801 Measured Time: 0.0000000000  
R:352 G:514 B:612 C:1616 cur_avg1626 prev_avg1637 read_idx0 Time:6.3860001564 Measured Time: 0.0000000000  
R:352 G:514 B:612 C:1616 cur_avg1619 prev_avg1626 read_idx1 Time:6.5560002326 Measured Time: 0.0000000000  
R:352 G:514 B:612 C:1615 cur_avg1616 prev_avg1619 read_idx2 Time:6.7249999046 Measured Time: 0.0000000000  
R:352 G:514 B:612 C:1616 cur_avg1616 prev_avg1616 read_idx3 Time:6.8940000534 Measured Time: 0.0000000000  
R:352 G:514 B:612 C:1616 cur_avg1616 prev_avg1616 read_idx4 Time:7.0630002021 Measured Time: 0.0000000000  
R:352 G:514 B:612 C:1616 cur_avg1616 prev_avg1616 read_idx5 Time:7.2319998741 Measured Time: 0.0000000000  
R:352 G:514 B:613 C:1617 cur_avg1616 prev_avg1616 read_idx6 Time:7.4010000228 Measured Time: 0.0000000000  
R:353 G:514 B:612 C:1617 cur_avg1616 prev_avg1616 read_idx7 Time:7.5700001716 Measured Time: 0.0000000000  
R:353 G:514 B:613 C:1617 cur_avg1616 prev_avg1616 read_idx8 Time:7.7399997711 Measured Time: 0.0000000000  
R:353 G:514 B:613 C:1617 cur_avg1616 prev_avg1616 read_idx9 Time:7.9089999198 Measured Time: 0.0000000000  
R:352 G:514 B:612 C:1616 cur_avg1616 prev_avg1616 read_idx10 Time:8.0780000686 Measured Time: 0.0000000000  
R:352 G:514 B:612 C:1616 cur_avg1616 prev_avg1616 read_idx0 Time:8.2480001449 Measured Time: 0.0000000000  
R:352 G:514 B:612 C:1616 cur_avg1616 prev_avg1616 read_idx1 Time:8.4169998168 Measured Time: 0.0000000000  
R:352 G:514 B:612 C:1616 cur_avg1616 prev_avg1616 read_idx2 Time:8.5860004425 Measured Time: 0.0000000000  
R:352 G:514 B:612 C:1616 cur_avg1616 prev_avg1616 read_idx3 Time:8.7559995651 Measured Time: 0.0000000000  
R:352 G:514 B:612 C:1615 cur_avg1616 prev_avg1616 read_idx4 Time:8.9239997863 Measured Time: 0.0000000000  
R:352 G:514 B:612 C:1616 cur_avg1616 prev_avg1616 read_idx5 Time:9.0930004119 Measured Time: 0.0000000000  
R:352 G:514 B:612 C:1615 cur_avg1616 prev_avg1616 read_idx6 Time:9.2620000839 Measured Time: 0.0000000000  
R:352 G:514 B:612 C:1616 cur_avg1616 prev_avg1616 read_idx7 Time:9.4309997558 Measured Time: 0.0000000000  
R:352 G:513 B:612 C:1615 cur_avg1615 prev_avg1616 read_idx8 Time:9.6000003814 Measured Time: 0.0000000000  
R:352 G:513 B:612 C:1615 cur_avg1615 prev_avg1615 read_idx9 Time:9.7700004577 Measured Time: 0.0000000000  
R:352 G:513 B:612 C:1615 cur_avg1615 prev_avg1615 read_idx10 Time:9.9390001296 Measured Time: 0.0000000000  
R:352 G:513 B:612 C:1614 cur_avg1615 prev_avg1615 read_idx0 Time:10.1090002059 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1615 prev_avg1615 read_idx1 Time:10.2790002822 Measured Time: 0.0000000000  
R:352 G:513 B:612 C:1614 cur_avg1615 prev_avg1615 read_idx2 Time:10.4490003585 Measured Time: 0.0000000000  
R:352 G:513 B:612 C:1615 cur_avg1614 prev_avg1615 read_idx3 Time:10.6190004348 Measured Time: 0.0000000000  
R:352 G:513 B:612 C:1615 cur_avg1614 prev_avg1614 read_idx4 Time:10.7899999618 Measured Time: 0.0000000000  
R:352 G:513 B:612 C:1615 cur_avg1614 prev_avg1614 read_idx5 Time:10.9600000381 Measured Time: 0.0000000000  
R:352 G:513 B:612 C:1614 cur_avg1614 prev_avg1614 read_idx6 Time:11.1300001144 Measured Time: 0.0000000000  
R:352 G:513 B:612 C:1614 cur_avg1614 prev_avg1614 read_idx7 Time:11.3000001907 Measured Time: 0.0000000000  
R:352 G:513 B:612 C:1614 cur_avg1614 prev_avg1614 read_idx8 Time:11.4700002670 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1614 prev_avg1614 read_idx9 Time:11.6400003433 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1614 prev_avg1614 read_idx10 Time:11.8109998703 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1613 cur_avg1614 prev_avg1614 read_idx0 Time:11.9820003509 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1614 prev_avg1614 read_idx1 Time:12.1520004272 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1614 prev_avg1614 read_idx2 Time:12.3219995498 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1614 prev_avg1614 read_idx3 Time:12.4919996261 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1614 prev_avg1614 read_idx4 Time:12.6630001068 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1613 prev_avg1614 read_idx5 Time:12.8330001831 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1613 prev_avg1613 read_idx6 Time:13.0030002593 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1613 prev_avg1613 read_idx7 Time:13.1730003356 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1613 prev_avg1613 read_idx8 Time:13.3430004119 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1613 prev_avg1613 read_idx9 Time:13.5129995346 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1613 prev_avg1613 read_idx10 Time:13.6840000152 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1614 prev_avg1613 read_idx0 Time:13.8549995422 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1614 prev_avg1614 read_idx1 Time:14.0249996185 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1614 prev_avg1614 read_idx2 Time:14.1949996948 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1614 prev_avg1614 read_idx3 Time:14.3649997711 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1614 prev_avg1614 read_idx4 Time:14.5360002517 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1614 prev_avg1614 read_idx5 Time:14.7060003280 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1614 prev_avg1614 read_idx6 Time:14.8760004043 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1614 prev_avg1614 read_idx7 Time:15.0459995269 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1614 prev_avg1614 read_idx8 Time:15.2159996032 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1614 prev_avg1614 read_idx9 Time:15.3859996795 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1614 prev_avg1614 read_idx10 Time:15.5570001602 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1614 prev_avg1614 read_idx0 Time:15.7279996871 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1614 prev_avg1614 read_idx1 Time:15.8979997634 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1613 cur_avg1613 prev_avg1614 read_idx2 Time:16.0680007934 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1613 prev_avg1613 read_idx3 Time:16.2380008697 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1613 prev_avg1613 read_idx4 Time:16.4080009460 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1613 prev_avg1613 read_idx5 Time:16.5790004730 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1613 cur_avg1613 prev_avg1613 read_idx6 Time:16.7490005493 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1613 prev_avg1613 read_idx7 Time:16.9190006256 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1614 cur_avg1613 prev_avg1613 read_idx8 Time:17.0890007019 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1613 cur_avg1613 prev_avg1613 read_idx9 Time:17.2590007781 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1613 cur_avg1613 prev_avg1613 read_idx10 Time:17.4300003051 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1613 cur_avg1613 prev_avg1613 read_idx0 Time:17.6009998321 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1613 cur_avg1613 prev_avg1613 read_idx1 Time:17.7709999084 Measured Time: 0.0000000000  
R:352 G:512 B:611 C:1612 cur_avg1613 prev_avg1613 read_idx2 Time:17.9409999847 Measured Time: 0.0000000000  
R:352 G:513 B:611 C:1613 cur_avg1613 prev_avg1613 read_idx3 Time:18.1110000610 Measured Time: 0.0000000000  
R:352 G:512 B:610 C:1612 cur_avg1613 prev_avg1613 read_idx4 Time:18.2810001373 Measured Time: 0.0000000000  
R:352 G:512 B:611 C:1612 cur_avg1612 prev_avg1613 read_idx5 Time:18.4519996643 Measured Time: 0.0000000000  
R:352 G:512 B:610 C:1612 cur_avg1612 prev_avg1612 read_idx6 Time:18.6219997406 Measured Time: 0.0000000000  
R:352 G:512 B:610 C:1611 cur_avg1612 prev_avg1612 read_idx7 Time:18.7919998168 Measured Time: 0.0000000000  
