R:329 G:412 B:498 C:1319 cur_avg2086 prev_avg2159 read_idx1 Time:0.1240000009 Measured Time: 0.0000000000  
R:328 G:408 B:489 C:1305 cur_avg2011 prev_avg2086 read_idx2 Time:0.2930000114 Measured Time: 0.0000000000  
R:326 G:395 B:469 C:1268 cur_avg1932 prev_avg2011 read_idx3 Time:0.4619999885 Measured Time: 0.0000000000  
R:324 G:385 B:447 C:1232 cur_avg1849 prev_avg1932 read_idx4 Time:0.6309999942 Measured Time: 0.0000000000  
R:324 G:384 B:444 C:1228 cur_avg1765 prev_avg1849 read_idx5 Time:0.8000000000 Measured Time: 0.0000000000  
R:323 G:383 B:442 C:1226 cur_avg1680 prev_avg1765 read_idx6 Time:0.9700000762 Measured Time: 0.0000000000  
R:323 G:383 B:441 C:1225 cur_avg1595 prev_avg1680 read_idx7 Time:1.1390000581 Measured Time: 0.0000000000  
R:323 G:383 B:442 C:1225 cur_avg1508 prev_avg1595 read_idx8 Time:1.3079999685 Measured Time: 0.0000000000  
R:323 G:383 B:442 C:1225 cur_avg1421 prev_avg1508 read_idx9 Time:1.4769999980 Measured Time: 0.0000000000  
R:322 G:383 B:441 C:1224 cur_avg1333 prev_avg1421 read_idx10 Time:1.6460000038 Measured Time: 0.0000000000  
R:322 G:383 B:441 C:1223 cur_avg1245 prev_avg1333 read_idx0 Time:1.8159999847 Measured Time: 0.0000000000  
R:322 G:382 B:439 C:1221 cur_avg1236 prev_avg1245 read_idx1 Time:1.9850000381 Measured Time: 0.0000000000  
R:322 G:382 B:440 C:1222 cur_avg1229 prev_avg1236 read_idx2 Time:2.1549999713 Measured Time: 0.0000000000  
R:323 G:383 B:441 C:1225 cur_avg1225 prev_avg1229 read_idx3 Time:2.3239998817 Measured Time: 0.0000000000  
R:323 G:383 B:441 C:1225 cur_avg1224 prev_avg1225 read_idx4 Time:2.4930000305 Measured Time: 0.0000000000  
R:323 G:385 B:446 C:1234 cur_avg1225 prev_avg1224 read_idx5 Time:2.6619999408 Measured Time: 0.0000000000  
R:323 G:386 B:447 C:1236 cur_avg1225 prev_avg1225 read_idx6 Time:2.8310001373 Measured Time: 0.0000000000  
R:323 G:385 B:446 C:1234 cur_avg1226 prev_avg1225 read_idx7 Time:3.0000000000 Measured Time: 0.0000000000  
R:324 G:390 B:454 C:1249 cur_avg1228 prev_avg1226 read_idx8 Time:3.1700000762 Measured Time: 0.0000000000  
R:324 G:388 B:450 C:1241 cur_avg1230 prev_avg1228 read_idx9 Time:3.3389999866 Measured Time: 0.0000000000  
R:324 G:389 B:450 C:1243 cur_avg1232 prev_avg1230 read_idx10 Time:3.5079998970 Measured Time: 0.0000000000  
R:326 G:398 B:466 C:1273 cur_avg1236 prev_avg1232 read_idx0 Time:3.6779999732 Measured Time: 0.0000000000  
R:327 G:404 B:476 C:1293 cur_avg1243 prev_avg1236 read_idx1 Time:3.8469999313 Measured Time: 0.0000000000  
R:330 G:420 B:498 C:1337 cur_avg1253 prev_avg1243 read_idx2 Time:4.0159997940 Measured Time: 0.0000000000  
R:334 G:441 B:526 C:1395 cur_avg1269 prev_avg1253 read_idx3 Time:4.1849999427 Measured Time: 0.0000000000  
R:329 G:414 B:488 C:1319 cur_avg1277 prev_avg1269 read_idx4 Time:4.3550000190 Measured Time: 0.0000000000  
R:324 G:388 B:449 C:1242 cur_avg1278 prev_avg1277 read_idx5 Time:4.5240001678 Measured Time: 0.0000000000  
R:324 G:388 B:450 C:1244 cur_avg1279 prev_avg1278 read_idx6 Time:4.6919999122 Measured Time: 0.0000000000  
R:324 G:388 B:450 C:1244 cur_avg1280 prev_avg1279 read_idx7 Time:4.8610000610 Measured Time: 0.0000000000  
R:325 G:391 B:455 C:1252 cur_avg1280 prev_avg1280 read_idx8 Time:5.0300002098 Measured Time: 0.0000000000  
R:324 G:389 B:451 C:1245 cur_avg1280 prev_avg1280 read_idx9 Time:5.1989998817 Measured Time: 0.0000000000  
R:325 G:395 B:461 C:1265 cur_avg1282 prev_avg1280 read_idx10 Time:5.3689999580 Measured Time: 0.0000000000  
R:326 G:397 B:465 C:1272 cur_avg1282 prev_avg1282 read_idx0 Time:5.5390000343 Measured Time: 0.0000000000  
R:328 G:407 B:479 C:1300 cur_avg1283 prev_avg1282 read_idx1 Time:5.7080001831 Measured Time: 0.0000000000  
R:327 G:404 B:473 C:1290 cur_avg1278 prev_avg1283 read_idx2 Time:5.8769998550 Measured Time: 0.0000000000  
R:327 G:404 B:474 C:1292 cur_avg1269 prev_avg1278 read_idx3 Time:6.0460000038 Measured Time: 0.0000000000  
R:327 G:404 B:474 C:1291 cur_avg1267 prev_avg1269 read_idx4 Time:6.2150001525 Measured Time: 0.0000000000  
R:327 G:404 B:474 C:1291 cur_avg1271 prev_avg1267 read_idx5 Time:6.3850002288 Measured Time: 0.0000000000  
R:327 G:404 B:474 C:1292 cur_avg1275 prev_avg1271 read_idx6 Time:6.5539999008 Measured Time: 0.0000000000  
R:327 G:404 B:474 C:1291 cur_avg1280 prev_avg1275 read_idx7 Time:6.7230000495 Measured Time: 0.0000000000  
R:327 G:404 B:474 C:1291 cur_avg1283 prev_avg1280 read_idx8 Time:6.8920001983 Measured Time: 0.0000000000  
R:327 G:404 B:474 C:1290 cur_avg1287 prev_avg1283 read_idx9 Time:7.0609998703 Measured Time: 0.0000000000  
R:327 G:404 B:474 C:1291 cur_avg1290 prev_avg1287 read_idx10 Time:7.2300000190 Measured Time: 0.0000000000  
R:327 G:404 B:474 C:1290 cur_avg1291 prev_avg1290 read_idx0 Time:7.4010000228 Measured Time: 0.0000000000  
R:327 G:404 B:474 C:1290 cur_avg1290 prev_avg1291 read_idx1 Time:7.5700001716 Measured Time: 0.0000000000  
R:327 G:404 B:474 C:1291 cur_avg1290 prev_avg1290 read_idx2 Time:7.7389998435 Measured Time: 0.0000000000  
R:327 G:404 B:474 C:1290 cur_avg1290 prev_avg1290 read_idx3 Time:7.9079999923 Measured Time: 0.0000000000  
R:327 G:404 B:474 C:1290 cur_avg1290 prev_avg1290 read_idx4 Time:8.0769996643 Measured Time: 0.0000000000  
R:327 G:404 B:473 C:1290 cur_avg1290 prev_avg1290 read_idx5 Time:8.2460002899 Measured Time: 0.0000000000  
R:327 G:404 B:473 C:1290 cur_avg1290 prev_avg1290 read_idx6 Time:8.4149999618 Measured Time: 0.0000000000  
R:327 G:404 B:473 C:1290 cur_avg1290 prev_avg1290 read_idx7 Time:8.5850000381 Measured Time: 0.0000000000  
R:327 G:404 B:473 C:1290 cur_avg1290 prev_avg1290 read_idx8 Time:8.7539997100 Measured Time: 0.0000000000  
R:327 G:404 B:473 C:1289 cur_avg1290 prev_avg1290 read_idx9 Time:8.9230003356 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1289 cur_avg1289 prev_avg1290 read_idx10 Time:9.0920000076 Measured Time: 0.0000000000  
R:327 G:404 B:473 C:1289 cur_avg1289 prev_avg1289 read_idx0 Time:9.2620000839 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1289 cur_avg1289 prev_avg1289 read_idx1 Time:9.4309997558 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1289 cur_avg1289 prev_avg1289 read_idx2 Time:9.6000003814 Measured Time: 0.0000000000  
R:327 G:404 B:473 C:1289 cur_avg1289 prev_avg1289 read_idx3 Time:9.7690000534 Measured Time: 0.0000000000  
R:327 G:404 B:473 C:1290 cur_avg1289 prev_avg1289 read_idx4 Time:9.9379997253 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1289 cur_avg1289 prev_avg1289 read_idx5 Time:10.1070003509 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1289 cur_avg1289 prev_avg1289 read_idx6 Time:10.2770004272 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1289 cur_avg1289 prev_avg1289 read_idx7 Time:10.4469995498 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1289 cur_avg1289 prev_avg1289 read_idx8 Time:10.6180000305 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1289 cur_avg1289 prev_avg1289 read_idx9 Time:10.7880001068 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1289 cur_avg1289 prev_avg1289 read_idx10 Time:10.9580001831 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1289 cur_avg1289 prev_avg1289 read_idx0 Time:11.1289997100 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1289 cur_avg1289 prev_avg1289 read_idx1 Time:11.2989997863 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1289 cur_avg1289 prev_avg1289 read_idx2 Time:11.4700002670 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1289 cur_avg1289 prev_avg1289 read_idx3 Time:11.6400003433 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1289 cur_avg1289 prev_avg1289 read_idx4 Time:11.8100004196 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1289 cur_avg1289 prev_avg1289 read_idx5 Time:11.9799995422 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1289 cur_avg1289 prev_avg1289 read_idx6 Time:12.1499996185 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1289 cur_avg1289 prev_avg1289 read_idx7 Time:12.3199996948 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1288 cur_avg1288 prev_avg1289 read_idx8 Time:12.4910001754 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1289 cur_avg1288 prev_avg1288 read_idx9 Time:12.6610002517 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1289 cur_avg1288 prev_avg1288 read_idx10 Time:12.8310003280 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1289 cur_avg1288 prev_avg1288 read_idx0 Time:13.0019998550 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1288 cur_avg1288 prev_avg1288 read_idx1 Time:13.1719999313 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1288 cur_avg1288 prev_avg1288 read_idx2 Time:13.3430004119 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1288 cur_avg1288 prev_avg1288 read_idx3 Time:13.5129995346 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1288 cur_avg1288 prev_avg1288 read_idx4 Time:13.6829996109 Measured Time: 0.0000000000  
R:327 G:403 B:473 C:1288 cur_avg1288 prev_avg1288 read_idx5 Time:13.8529996871 Measured Time: 0.0000000000  
R:327 G:403 B:472 C:1288 cur_avg1288 prev_avg1288 read_idx6 Time:14.0229997634 Measured Time: 0.0000000000  
