R,G,B,C,Time
551.0,720.0,735.0,2191.0,135.3600006103
551.0,720.0,735.0,2190.0,135.7189941406
550.0,720.0,735.0,2189.0,136.0769958496
550.0,719.0,735.0,2189.0,136.4360046386
550.0,719.0,735.0,2188.0,136.796005249
549.0,719.0,735.0,2187.0,137.1549987792
549.0,719.0,735.0,2187.0,137.5140075683
549.0,719.0,735.0,2187.0,137.8730010986
548.0,719.0,735.0,2186.0,138.2310028076
548.0,718.0,735.0,2185.0,138.5910034179
547.0,718.0,735.0,2185.0,138.9490051269
547.0,718.0,735.0,2184.0,139.3079986572
547.0,718.0,735.0,2184.0,139.6660003662
546.0,718.0,734.0,2183.0,140.0249938964
546.0,718.0,734.0,2182.0,140.3849945068
546.0,718.0,734.0,2182.0,140.7440032958
545.0,718.0,734.0,2181.0,141.1029968261
545.0,718.0,734.0,2181.0,141.4609985351
545.0,717.0,734.0,2180.0,141.8200073242
544.0,717.0,734.0,2180.0,142.1790008544
544.0,717.0,734.0,2179.0,142.5379943847
544.0,717.0,734.0,2178.0,142.8970031738
544.0,717.0,734.0,2178.0,143.2550048828
543.0,717.0,734.0,2177.0,143.613998413
543.0,717.0,734.0,2177.0,143.9730072021
542.0,716.0,734.0,2176.0,144.3320007324
542.0,716.0,734.0,2176.0,144.6920013427
542.0,716.0,734.0,2175.0,145.0500030517
541.0,716.0,733.0,2174.0,145.408996582
541.0,716.0,733.0,2174.0,145.768005371
541.0,716.0,733.0,2173.0,146.1269989013
541.0,716.0,733.0,2173.0,146.4859924316
540.0,715.0,733.0,2172.0,146.8439941406
540.0,715.0,733.0,2172.0,147.2019958496
540.0,715.0,733.0,2171.0,147.5619964599
540.0,715.0,733.0,2171.0,147.921005249
539.0,715.0,733.0,2171.0,148.2799987792
539.0,715.0,733.0,2170.0,148.6390075683
539.0,715.0,733.0,2170.0,148.9969940185
538.0,715.0,733.0,2169.0,149.3569946289
538.0,715.0,733.0,2169.0,149.7149963378
538.0,714.0,733.0,2168.0,150.0740051269
538.0,714.0,733.0,2168.0,150.4320068359
537.0,714.0,733.0,2168.0,150.7899932861
537.0,714.0,733.0,2167.0,151.1499938964
537.0,714.0,732.0,2166.0,151.5079956054
536.0,714.0,732.0,2166.0,151.8679962158
536.0,714.0,732.0,2165.0,152.2250061035
536.0,714.0,732.0,2165.0,152.5859985351
536.0,714.0,732.0,2165.0,152.9440002441
535.0,714.0,732.0,2164.0,153.3029937744
535.0,713.0,732.0,2164.0,153.6620025634
535.0,713.0,732.0,2163.0,154.0189971923
535.0,713.0,732.0,2163.0,154.3789978027
534.0,713.0,732.0,2163.0,154.7369995117
534.0,713.0,732.0,2162.0,155.0959930419
534.0,713.0,732.0,2162.0,155.455001831
534.0,713.0,732.0,2162.0,155.81300354
533.0,713.0,732.0,2161.0,156.1719970703
533.0,713.0,732.0,2161.0,156.5310058593
533.0,713.0,732.0,2160.0,156.8899993896
533.0,713.0,732.0,2160.0,157.2489929199
532.0,712.0,732.0,2159.0,157.6069946289
532.0,712.0,732.0,2159.0,157.9660034179
532.0,712.0,732.0,2159.0,158.3240051269
532.0,712.0,732.0,2158.0,158.6829986572
531.0,712.0,731.0,2158.0,159.0420074462
531.0,712.0,731.0,2157.0,159.3999938964
531.0,712.0,731.0,2157.0,159.7590026855
531.0,712.0,731.0,2157.0,160.1170043945
531.0,712.0,731.0,2156.0,160.4770050048
530.0,712.0,731.0,2156.0,160.8359985351
530.0,711.0,731.0,2156.0,161.1940002441
530.0,711.0,731.0,2155.0,161.5529937744
530.0,711.0,731.0,2155.0,161.9109954833
530.0,711.0,731.0,2155.0,162.2709960937
529.0,711.0,731.0,2154.0,162.6289978027
529.0,711.0,731.0,2154.0,162.9859924316
529.0,711.0,731.0,2153.0,163.3459930419
529.0,711.0,731.0,2153.0,163.7039947509
529.0,711.0,731.0,2153.0,164.0639953613
528.0,711.0,731.0,2153.0,164.4219970703
528.0,711.0,731.0,2152.0,164.7799987792
528.0,711.0,731.0,2152.0,165.1399993896
528.0,710.0,731.0,2151.0,165.4980010986
528.0,710.0,731.0,2151.0,165.8569946289
527.0,710.0,731.0,2151.0,166.2149963378
527.0,710.0,731.0,2150.0,166.5729980468
527.0,710.0,731.0,2150.0,166.9320068359
527.0,710.0,731.0,2150.0,167.2910003662
527.0,710.0,731.0,2150.0,167.6499938964
526.0,710.0,730.0,2149.0,168.0070037841
526.0,710.0,730.0,2149.0,168.3670043945
526.0,710.0,730.0,2149.0,168.7259979248
526.0,710.0,730.0,2148.0,169.0839996337
526.0,710.0,730.0,2148.0,169.4440002441
525.0,710.0,730.0,2147.0,169.800994873
525.0,709.0,730.0,2147.0,170.158996582
525.0,709.0,730.0,2147.0,170.5189971923
525.0,709.0,730.0,2147.0,170.8769989013
525.0,709.0,730.0,2146.0,171.2359924316
525.0,709.0,730.0,2146.0,171.5939941406
524.0,709.0,730.0,2146.0,171.9519958496
524.0,709.0,730.0,2146.0,172.3119964599
524.0,709.0,730.0,2145.0,172.6699981689
524.0,709.0,730.0,2145.0,173.0299987792
524.0,709.0,730.0,2145.0,173.3869934082
524.0,709.0,730.0,2145.0,173.7449951171
523.0,709.0,730.0,2144.0,174.1049957275
523.0,709.0,730.0,2144.0,174.4629974365
523.0,709.0,730.0,2144.0,174.8220062255
523.0,709.0,730.0,2143.0,175.1790008544
523.0,708.0,730.0,2143.0,175.5379943847
523.0,708.0,730.0,2143.0,175.8970031738
522.0,708.0,730.0,2143.0,176.2559967041
522.0,708.0,729.0,2142.0,176.613998413
522.0,708.0,729.0,2142.0,176.9730072021
