R:375 G:522 B:606 C:1645 cur_avg1611 prev_avg1605 read_idx8 Time:51.7439994812 
R:741 G:674 B:688 C:2299 cur_avg1676 prev_avg1611 read_idx9 Time:0.1230000019 
R:738 G:673 B:688 C:2295 cur_avg1740 prev_avg1676 read_idx10 Time:0.2619999885 
R:730 G:677 B:693 C:2296 cur_avg1804 prev_avg1740 read_idx0 Time:0.4019999980 
R:726 G:678 B:696 C:2295 cur_avg1868 prev_avg1804 read_idx1 Time:0.5400000095 
R:710 G:673 B:694 C:2272 cur_avg1929 prev_avg1868 read_idx2 Time:0.6800000190 
R:692 G:659 B:682 C:2223 cur_avg1985 prev_avg1929 read_idx3 Time:0.8190000534 
R:665 G:652 B:680 C:2184 cur_avg2036 prev_avg1985 read_idx4 Time:0.9569999694 
R:638 G:636 B:668 C:2124 cur_avg2081 prev_avg2036 read_idx5 Time:1.0959999561 
R:612 G:622 B:659 C:2072 cur_avg2122 prev_avg2081 read_idx6 Time:1.2359999418 
R:589 G:615 B:657 C:2037 cur_avg2158 prev_avg2122 read_idx7 Time:1.3739999532 
R:564 G:604 B:650 C:1989 cur_avg2189 prev_avg2158 read_idx8 Time:1.5130000114 
R:517 G:585 B:639 C:1905 cur_avg2153 prev_avg2189 read_idx9 Time:1.6519999504 
R:501 G:580 B:638 C:1882 cur_avg2116 prev_avg2153 read_idx10 Time:1.7920000553 
R:483 G:572 B:633 C:1849 cur_avg2075 prev_avg2116 read_idx0 Time:1.9309999465 
R:471 G:568 B:631 C:1829 cur_avg2033 prev_avg2075 read_idx1 Time:2.0699999332 
R:461 G:564 B:628 C:1809 cur_avg1991 prev_avg2033 read_idx2 Time:2.2100000381 
R:452 G:561 B:628 C:1797 cur_avg1952 prev_avg1991 read_idx3 Time:2.3480000495 
R:447 G:559 B:627 C:1788 cur_avg1916 prev_avg1952 read_idx4 Time:2.4869999885 
R:442 G:556 B:625 C:1777 cur_avg1884 prev_avg1916 read_idx5 Time:2.6259999275 
R:440 G:554 B:623 C:1770 cur_avg1857 prev_avg1884 read_idx6 Time:2.7660000324 
R:437 G:552 B:621 C:1763 cur_avg1832 prev_avg1857 read_idx7 Time:2.9040000915 
R:438 G:552 B:621 C:1763 cur_avg1812 prev_avg1832 read_idx8 Time:3.0429999828 
R:441 G:554 B:622 C:1771 cur_avg1799 prev_avg1812 read_idx9 Time:3.1819999217 
R:444 G:554 B:622 C:1774 cur_avg1790 prev_avg1799 read_idx10 Time:3.3210000991 
R:451 G:559 B:626 C:1791 cur_avg1784 prev_avg1790 read_idx0 Time:3.4609999656 
R:455 G:559 B:625 C:1795 cur_avg1781 prev_avg1784 read_idx1 Time:3.5999999046 
R:461 G:562 B:626 C:1805 cur_avg1781 prev_avg1781 read_idx2 Time:3.7379999160 
R:469 G:566 B:630 C:1823 cur_avg1783 prev_avg1781 read_idx3 Time:3.8780000686 
R:478 G:570 B:632 C:1838 cur_avg1788 prev_avg1783 read_idx4 Time:4.0170001983 
R:487 G:578 B:637 C:1854 cur_avg1795 prev_avg1788 read_idx5 Time:4.1560001373 
R:507 G:581 B:638 C:1888 cur_avg1805 prev_avg1795 read_idx6 Time:4.2940001487 
R:517 G:584 B:639 C:1905 cur_avg1818 prev_avg1805 read_idx7 Time:4.4340000152 
R:528 G:589 B:642 C:1924 cur_avg1833 prev_avg1818 read_idx8 Time:4.5729999542 
R:541 G:595 B:646 C:1950 cur_avg1849 prev_avg1833 read_idx9 Time:4.7109999656 
R:550 G:598 B:647 C:1965 cur_avg1867 prev_avg1849 read_idx10 Time:4.8499999046 
R:563 G:604 B:651 C:1989 cur_avg1885 prev_avg1867 read_idx0 Time:4.9910001754 
R:573 G:607 B:651 C:2002 cur_avg1903 prev_avg1885 read_idx1 Time:5.1290001869 
R:584 G:611 B:653 C:2022 cur_avg1923 prev_avg1903 read_idx2 Time:5.2680001258 
R:594 G:616 B:656 C:2041 cur_avg1943 prev_avg1923 read_idx3 Time:5.4070000648 
R:619 G:614 B:649 C:2057 cur_avg1963 prev_avg1943 read_idx4 Time:5.5469999313 
R:634 G:619 B:651 C:2081 cur_avg1984 prev_avg1963 read_idx5 Time:5.6849999427 
R:647 G:624 B:654 C:2104 cur_avg2003 prev_avg1984 read_idx6 Time:5.8239998817 
R:656 G:628 B:657 C:2121 cur_avg2023 prev_avg2003 read_idx7 Time:5.9640002250 
R:666 G:632 B:659 C:2139 cur_avg2042 prev_avg2023 read_idx8 Time:6.1020002365 
R:675 G:635 B:661 C:2155 cur_avg2061 prev_avg2042 read_idx9 Time:6.2410001754 
R:682 G:638 B:662 C:2166 cur_avg2079 prev_avg2061 read_idx10 Time:6.3800001144 
R:690 G:641 B:664 C:2181 cur_avg2097 prev_avg2079 read_idx0 Time:6.5209999084 
R:696 G:643 B:666 C:2191 cur_avg2114 prev_avg2097 read_idx1 Time:6.6589999198 
R:703 G:646 B:667 C:2203 cur_avg2130 prev_avg2114 read_idx2 Time:6.7979998588 
R:709 G:648 B:668 C:2213 cur_avg2146 prev_avg2130 read_idx3 Time:6.9369997978 
R:710 G:649 B:669 C:2216 cur_avg2160 prev_avg2146 read_idx4 Time:7.0760002136 
R:715 G:650 B:670 C:2223 cur_avg2173 prev_avg2160 read_idx5 Time:7.2150001525 
